# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
parser.Shell.Script.time.ns,1777032863004000000,1777032923020000000,37833058
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777032863004000000,1777032923020000000,569
workspaceModel.updates.ms,1777032863004000000,1777032923020000000,90
workspaceModel.cachedValueWithParameters.from.cache.count,1777032863004000000,1777032923020000000,2241
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777032863004000000,1777032923020000000,5
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777032863004000000,1777032923020000000,23
workspaceModel.workspaceFileIndexData.init.ms,1777032863004000000,1777032923020000000,2
workspaceModel.pre.handlers.ms,1777032863004000000,1777032923020000000,0
workspaceModel.updates.precise.ms,1777032863004000000,1777032923020000000,13
workspaceModel.check.recursive.update.ms,1777032863004000000,1777032923020000000,1
workspaceModel.on.before.changed.ms,1777032863004000000,1777032923020000000,63
workspaceModel.full.replace.project.model.ms,1777032863004000000,1777032923020000000,61
workspaceModel.to.snapshot.ms,1777032863004000000,1777032923020000000,0
workspaceModel.cachedValue.from.cache.count,1777032863004000000,1777032923020000000,283
workspaceModel.entityStorageSnapshotImpl.instances.count,1777032863004000000,1777032923020000000,58
workspaceModel.updates.count,1777032863004000000,1777032923020000000,9
workspaceModel.on.changed.ms,1777032863004000000,1777032923020000000,67
workspaceModel.replace.project.model.ms,1777032863004000000,1777032923020000000,29
workspaceModel.cachedValueWithParameters.calculated.count,1777032863004000000,1777032923020000000,3
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777032863004000000,1777032923020000000,0
workspaceModel.cachedValueWithParameters.clear.count,1777032863004000000,1777032923020000000,0
workspaceModel.cachedValue.clear.count,1777032863004000000,1777032923020000000,0
workspaceModel.workspaceFileIndexData.instances.count,1777032863004000000,1777032923020000000,1
workspaceModel.cachedValueWithParameters.total.get.count,1777032863004000000,1777032923020000000,2244
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777032863004000000,1777032923020000000,8
workspaceModel.workspaceFileIndexData.markDirty.ms,1777032863004000000,1777032923020000000,0
workspaceModel.init.bridges.ms,1777032863004000000,1777032923020000000,8
workspaceModel.loading.from.cache.ms,1777032863004000000,1777032923020000000,18
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777032863004000000,1777032923020000000,21
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777032863004000000,1777032923020000000,0
workspaceModel.cachedValue.calculated.count,1777032863004000000,1777032923020000000,35
workspaceModel.update.unloaded.entities.ms,1777032863004000000,1777032923020000000,0
workspaceModel.initializing.ms,1777032863004000000,1777032923020000000,2
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777032863004000000,1777032923020000000,25
workspaceModel.cachedValue.total.get.count,1777032863004000000,1777032923020000000,318
workspaceModel.collect.changes.ms,1777032863004000000,1777032923020000000,0
workspaceModel.loading.total.ms,1777032863004000000,1777032923020000000,24
VFS.contentStorage.recordsDecompressionTimeUs,1777032863004000000,1777032923020000000,1811
VFS.contentStorage.recordsDeduplicated,1777032863004000000,1777032923020000000,400
VFS.folderCaseSensitivityReads,1777032863004000000,1777032923020000000,33
VFS.contentStorage.recordsStored,1777032863004000000,1777032923020000000,146
VFS.cache.filesCreated,1777032863004000000,1777032923020000000,93202
VFS.contentStorage.recordsUncompressedSize,1777032863004000000,1777032923020000000,836168
VFS.fileByIdCache.hits,1777032863004000000,1777032923020000000,3
VFS.contentStorage.recordsReadDecompressed,1777032863004000000,1777032923020000000,20
VFS.fileByIdCache.misses,1777032863004000000,1777032923020000000,259
VFS.fileChildByName,1777032863004000000,1777032923020000000,13492
FileNameCache.totalMisses,1777032863004000000,1777032923020000000,100224
VFS.cache.segments,1777032863004000000,1777032923020000000,175.0
VFS.cache.segmentsCreated,1777032863004000000,1777032923020000000,175
VFS.rootsCount,1777032863004000000,1777032923020000000,66.0
VFS.invertedFileNameIndex.requests,1777032863004000000,1777032923020000000,6
FileNameCache.queries,1777032863004000000,1777032923020000000,1791744
VFS.contentStorage.recordsStoredSize,1777032863004000000,1777032923020000000,589049
VFS.contentStorage.recordsStoredCompressed,1777032863004000000,1777032923020000000,32
VFS.contentStorage.recordsReadSize,1777032863004000000,1777032923020000000,834999
VFS.contentStorage.recordsRead,1777032863004000000,1777032923020000000,89
VFS.cache.directoriesCreated,1777032863004000000,1777032923020000000,5074
cacheStateStorage.set.counter,1777032863004000000,1777032923020000000,7
cacheStateStorage.get.duration,1777032863004000000,1777032923020000000,40
cacheStateStorage.set.duration,1777032863004000000,1777032923020000000,36
cacheStateStorage.get.counter,1777032863004000000,1777032923020000000,49
FlushQueue.waitingTime90PNs,1777032863004000000,1777032923020000000,0
NonBlockingReadAction.failedExecutionsCount,1777032863004000000,1777032923020000000,1
FlushQueue.executionTime90PNs,1777032863004000000,1777032923020000000,0
AWTEventQueue.dispatchTimeAvgNs,1777032863004000000,1777032923020000000,295850.6666666667
NonBlockingReadAction.finalizedExecutionTimeUs,1777032863004000000,1777032923020000000,149784
FlushQueue.waitingTimeAvgNs,1777032863004000000,1777032923020000000,0.0
AWTEventQueue.eventsDispatched,1777032863004000000,1777032923020000000,3
WriteAction.executionsCount,1777032863004000000,1777032923020000000,56
FlushQueue.waitingTimeMaxNs,1777032863004000000,1777032923020000000,0
NonBlockingReadAction.failedExecutionTimeUs,1777032863004000000,1777032923020000000,9356
FlushQueue.queueSize90P,1777032863004000000,1777032923020000000,0
FlushQueue.executionTimeMaxNs,1777032863004000000,1777032923020000000,0
AWTEventQueue.dispatchTime90PNs,1777032863004000000,1777032923020000000,786431
FlushQueue.executionTimeAvgNs,1777032863004000000,1777032923020000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1777032863004000000,1777032923020000000,786431
FlushQueue.queueSizeAvg,1777032863004000000,1777032923020000000,0.0
FlushQueue.queueSizeMax,1777032863004000000,1777032923020000000,0
AWTEventQueue.dispatchTimeTotalNS,1777032863004000000,1777032923020000000,12795092554
NonBlockingReadAction.finalizedExecutionsCount,1777032863004000000,1777032923020000000,58
ReadAction.executionsCount,1777032863004000000,1777032923020000000,178732
FlushQueue.tasksExecuted,1777032863004000000,1777032923020000000,0
jps.library.entities.serializer.save.entities.ms,1777032863004000000,1777032923020000000,0
jps.save.changed.project.entities.ms,1777032863004000000,1777032923020000000,20
workspaceModel.orphan.listener.update.ms,1777032863004000000,1777032923020000000,4
jps.artifact.entities.serializer.load.entities.ms,1777032863004000000,1777032923020000000,0
jps.artifact.entities.serializer.save.entities.ms,1777032863004000000,1777032923020000000,0
workspaceModel.do.save.caches.ms,1777032863004000000,1777032923020000000,68
jps.app.storage.content.reader.load.component.ms,1777032863004000000,1777032923020000000,1
workspaceModel.load.cache.metadata.from.file.ms,1777032863004000000,1777032923020000000,4
workspaceModel.global.updates.ms,1777032863004000000,1777032923020000000,33
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777032863004000000,1777032923020000000,2
jps.global.get.libraries.ms,1777032863004000000,1777032923020000000,0
jps.global.handle.before.change.events.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777032863004000000,1777032923020000000,0
workspaceModel.sync.entities.ms,1777032863004000000,1777032923020000000,4
jps.modifiable.module.model.bridge.disposing.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleBridge.update.option.ms,1777032863004000000,1777032923020000000,0
jps.module.iml.entities.serializer.load.entities.ms,1777032863004000000,1777032923020000000,0
jps.modifiable.module.model.bridge.load.module.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777032863004000000,1777032923020000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777032863004000000,1777032923020000000,7
workspaceModel.mutableEntityStorage.entities.ms,1777032863004000000,1777032923020000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1777032863004000000,1777032923020000000,7
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777032863004000000,1777032923020000000,2
jps.apply.loaded.storage.ms,1777032863004000000,1777032923020000000,64
jps.reload.project.entities.ms,1777032863004000000,1777032923020000000,1
jps.global.get.library.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777032863004000000,1777032923020000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777032863004000000,1777032923020000000,13
jps.load.initial.state.ms,1777032863004000000,1777032923020000000,11
workspaceModel.mutableEntityStorage.instances.count,1777032863004000000,1777032923020000000,86
jps.load.project.to.empty.storage.ms,1777032863004000000,1777032923020000000,48
workspaceModel.mutableEntityStorage.hasReferrers.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleBridge.before.changed.ms,1777032863004000000,1777032923020000000,0
jps.project.serializers.save.ms,1777032863004000000,1777032923020000000,20
workspaceModel.delayed.project.synchronizer.sync.ms,1777032863004000000,1777032923020000000,0
jps.project.serializers.load.ms,1777032863004000000,1777032923020000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1777032863004000000,1777032923020000000,57
jps.facet.change.listener.init.bridge.ms,1777032863004000000,1777032923020000000,1
workspaceModel.load.cache.from.file.ms,1777032863004000000,1777032923020000000,47
jps.facet.change.listener.before.change.events.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777032863004000000,1777032923020000000,7
workspaceModel.moduleManagerBridge.get.modules.ms,1777032863004000000,1777032923020000000,2
jps.global.get.library.by.name.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777032863004000000,1777032923020000000,2
workspaceModel.mutableEntityStorage.modify.entity.ms,1777032863004000000,1777032923020000000,19
jps.global.handle.changed.events.ms,1777032863004000000,1777032923020000000,0
jps.global.initialize.library.bridges.after.loading.ms,1777032863004000000,1777032923020000000,0
workspaceModel.global.updates.count,1777032863004000000,1777032923020000000,4
jps.module.iml.entities.serializer.save.entities.ms,1777032863004000000,1777032923020000000,8
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777032863004000000,1777032923020000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777032863004000000,1777032923020000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1777032863004000000,1777032923020000000,0
jps.app.storage.content.writer.save.component.ms,1777032863004000000,1777032923020000000,10
jps.global.initialize.library.bridges.ms,1777032863004000000,1777032923020000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1777032863004000000,1777032923020000000,32
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777032863004000000,1777032923020000000,2
workspaceModel.global.apply.state.to.project.ms,1777032863004000000,1777032923020000000,12
jps.modifiable.module.model.bridge.new.module.ms,1777032863004000000,1777032923020000000,28
workspaceModel.moduleManagerBridge.newModule.ms,1777032863004000000,1777032923020000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777032863004000000,1777032923020000000,0
workspaceModel.save.cache.to.file.ms,1777032863004000000,1777032923020000000,64
jps.facet.change.listener.process.change.events.ms,1777032863004000000,1777032923020000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777032863004000000,1777032923020000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777032863004000000,1777032923020000000,64
jps.save.global.entities.ms,1777032863004000000,1777032923020000000,27
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777032863004000000,1777032923020000000,0
jps.modifiable.module.model.bridge.renaming.ms,1777032863004000000,1777032923020000000,0
jps.library.entities.serializer.load.entities.ms,1777032863004000000,1777032923020000000,0
jps.storage.jps.conf.reader.load.component.ms,1777032863004000000,1777032923020000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1777032863004000000,1777032923020000000,6
JVM.newThreadsCount,1777032863004000000,1777032923020000000,192
JVM.usedHeapBytes,1777032863004000000,1777032923020000000,771507848
JVM.GC.collections,1777032863004000000,1777032923020000000,85
JVM.committedHeapBytes,1777032863004000000,1777032923020000000,869269504
OS.loadAverage,1777032863004000000,1777032923020000000,5.19091796875
JVM.totalBytesAllocated,1777032863004000000,1777032923020000000,6073103472
JVM.maxThreadCount,1777032863004000000,1777032923020000000,145
JVM.usedNativeBytes,1777032863004000000,1777032923020000000,525719528
JVM.threadCount,1777032863004000000,1777032923020000000,144
MEM.ramPlusSwapMinusFileMappingsBytes,1777032863004000000,1777032923020000000,2049040384
JVM.GC.collectionTimesMs,1777032863004000000,1777032923020000000,453
MEM.ramBytes,1777032863004000000,1777032923020000000,2852417536
MEM.ramMinusFileMappingsBytes,1777032863004000000,1777032923020000000,2049040384
JVM.totalTimeToSafepointsMs,1777032863004000000,1777032923020000000,24
JVM.totalDirectByteBuffersBytes,1777032863004000000,1777032923020000000,393281537
JVM.maxHeapBytes,1777032863004000000,1777032923020000000,2147483648
JVM.totalSafepointCount,1777032863004000000,1777032923020000000,156
MEM.fileMappingsRamBytes,1777032863004000000,1777032923020000000,790450176
JVM.totalCpuTimeMs,1777032863004000000,1777032923020000000,119240
JVM.totalTimeAtSafepointsMs,1777032863004000000,1777032923020000000,457
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1777032863004000000,1777032923020000000,2
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.commit.ms,1777032863004000000,1777032923020000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1777032863004000000,1777032923020000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1777032863004000000,1777032923020000000,0
DirectByteBufferAllocator.disposed,1777032863004000000,1777032923020000000,0
StorageLockContext.competingThreads.90P,1777032863004000000,1777032923020000000,0
StreamlinedBlobStorage.recordsAllocated,1777032863004000000,1777032923020000000,32241
MappedFileStorage.storages,1777032863004000000,1777032923020000000,17
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777032863004000000,1777032923020000000,393232384
MappedFileStorage.totalPagesMapped,1777032863004000000,1777032923020000000,17
FilePageCache.disposedBuffers,1777032863004000000,1777032923020000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1777032863004000000,1777032923020000000,0
FilePageCache.pageFastCacheHits,1777032863004000000,1777032923020000000,160277
DirectByteBufferAllocator.misses,1777032863004000000,1777032923020000000,377
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777032863004000000,1777032923020000000,476564
StreamlinedBlobStorage.recordsRelocated,1777032863004000000,1777032923020000000,0
FilePageCache.totalPageLoadsUs,1777032863004000000,1777032923020000000,1436684
FilePageCache.capacityInBytes,1777032863004000000,1777032923020000000,629145600
FilePageCache.pageLoads,1777032863004000000,1777032923020000000,380
FilePageCache.maxRegisteredFiles,1777032863004000000,1777032923020000000,703
FilePageCache.uncachedFileAccess,1777032863004000000,1777032923020000000,371
MappedFileStorage.totalBytesMapped,1777032863004000000,1777032923020000000,206831616
MappedFileStorage.totalTimeSpentOnMappingUs,1777032863004000000,1777032923020000000,7229
DirectByteBufferAllocator.hits,1777032863004000000,1777032923020000000,3
FilePageCache.maxCacheSizeInBytes,1777032863004000000,1777032923020000000,393232384
FilePageCache.pageHits,1777032863004000000,1777032923020000000,92
StorageLockContext.competingThreads.avg,1777032863004000000,1777032923020000000,0.0
DirectByteBufferAllocator.reclaimed,1777032863004000000,1777032923020000000,3
StorageLockContext.competingThreads.max,1777032863004000000,1777032923020000000,0
FilePageCache.totalPageDisposalsUs,1777032863004000000,1777032923020000000,1322
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777032863004000000,1777032923020000000,2301239
StreamlinedBlobStorage.recordsDeleted,1777032863004000000,1777032923020000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777032863004000000,1777032923020000000,0
Indexes.entries.lookupDuration90PMs,1777032863004000000,1777032923020000000,0.0
Indexing.totalTimeIndexersSleptMs,1777032863004000000,1777032923020000000,0
Indexes.allKeys.lookupDurationAvgMs,1777032863004000000,1777032923020000000,0.0
Indexing.cache.totalCacheEvicted,1777032863004000000,1777032923020000000,48377
Indexing.writer_2.totalTimeSpentWritingMs,1777032863004000000,1777032923020000000,116
Indexing.cache.totalCacheAccesses,1777032863004000000,1777032923020000000,10443022
Indexes.allKeys.lookupDuration90PMs,1777032863004000000,1777032923020000000,0.0
Indexes.stubs.lookupDuration90PMs,1777032863004000000,1777032923020000000,0.0
Indexing.writesQueuedMax,1777032863004000000,1777032923020000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1777032863004000000,1777032923020000000,28
Indexes.stubs.lookupDurationAvgMs,1777032863004000000,1777032923020000000,0.0
Indexes.entries.lookupDurationAvgMs,1777032863004000000,1777032923020000000,0.0
Indexes.stubs.lookups,1777032863004000000,1777032923020000000,350
Indexes.entries.lookupDurationMaxMs,1777032863004000000,1777032923020000000,0.0
Indexing.cache.totalCacheMisses,1777032863004000000,1777032923020000000,48377
Indexing.writesQueuedMin,1777032863004000000,1777032923020000000,9223372036854775807
Indexing.writer_0.totalTimeSpentWritingMs,1777032863004000000,1777032923020000000,35
Indexes.entries.lookups,1777032863004000000,1777032923020000000,23
Indexes.stubs.lookupDurationMaxMs,1777032863004000000,1777032923020000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1777032863004000000,1777032923020000000,21
Indexes.allKeys.lookupDurationMaxMs,1777032863004000000,1777032923020000000,0.0
Indexes.allKeys.lookups,1777032863004000000,1777032923020000000,1
DiskQueryRelay.taskWaitingTotalTimeUs,1777032923020000000,1777032983012000000,15965534
writeAction.max.wait.ms,1777032923020000000,1777032983012000000,273
lexer.XML.time.ns,1777032923020000000,1777032983012000000,563945314
lexer.HTML.size.bytes,1777032923020000000,1777032983012000000,402510
parser.CSS.size.bytes,1777032923020000000,1777032983012000000,1010718
parser.ECMAScript.6.size.bytes,1777032923020000000,1777032983012000000,1104045
parser.Markdown.size.bytes,1777032923020000000,1777032983012000000,421556
DiskQueryRelay.tasksRequested,1777032923020000000,1777032983012000000,93228
DiskQueryRelay.taskExecutionTotalTimeUs,1777032923020000000,1777032983012000000,10566274
parser.XML.size.bytes,1777032923020000000,1777032983012000000,489259
parser.JAVA.size.bytes,1777032923020000000,1777032983012000000,358724
lexer.XML.size.bytes,1777032923020000000,1777032983012000000,489259
parser.HTML.time.ns,1777032923020000000,1777032983012000000,55502627
lexer.JAVA.size.bytes,1777032923020000000,1777032983012000000,1191953
writeAction.wait.ms,1777032923020000000,1777032983012000000,479
lexer.HTML.time.ns,1777032923020000000,1777032983012000000,105063379
lexer.CSS.time.ns,1777032923020000000,1777032983012000000,94573019
parser.Markdown.time.ns,1777032923020000000,1777032983012000000,165308945
parser.JAVA.time.ns,1777032923020000000,1777032983012000000,104826838
lexer.JAVA.time.ns,1777032923020000000,1777032983012000000,10876382
LowMemory.gcOverloaded,1777032923020000000,1777032983012000000,0
LowMemory.gcLoad,1777032923020000000,1777032983012000000,0.0
lexer.Markdown.size.bytes,1777032923020000000,1777032983012000000,421556
parser.Properties.size.bytes,1777032923020000000,1777032983012000000,233
lexer.Properties.time.ns,1777032923020000000,1777032983012000000,19648
DiskQueryRelay.tasksExecuted,1777032923020000000,1777032983012000000,93142
parser.CSS.time.ns,1777032923020000000,1777032983012000000,299085770
parser.HTML.size.bytes,1777032923020000000,1777032983012000000,402510
lexer.CSS.size.bytes,1777032923020000000,1777032983012000000,1010718
lexer.Properties.size.bytes,1777032923020000000,1777032983012000000,233
lexer.Markdown.time.ns,1777032923020000000,1777032983012000000,91296332
parser.XML.time.ns,1777032923020000000,1777032983012000000,66
lexer.ECMAScript.6.time.ns,1777032923020000000,1777032983012000000,4849639
parser.Properties.time.ns,1777032923020000000,1777032983012000000,103990
writeAction.median.wait.ms,1777032923020000000,1777032983012000000,800
parser.ECMAScript.6.time.ns,1777032923020000000,1777032983012000000,223048902
lexer.ECMAScript.6.size.bytes,1777032923020000000,1777032983012000000,79312
writeAction.count,1777032923020000000,1777032983012000000,204
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777032923020000000,1777032983012000000,573
workspaceModel.updates.ms,1777032923020000000,1777032983012000000,30
workspaceModel.cachedValueWithParameters.from.cache.count,1777032923020000000,1777032983012000000,71903
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777032923020000000,1777032983012000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777032923020000000,1777032983012000000,26
workspaceModel.workspaceFileIndexData.init.ms,1777032923020000000,1777032983012000000,0
workspaceModel.pre.handlers.ms,1777032923020000000,1777032983012000000,0
workspaceModel.updates.precise.ms,1777032923020000000,1777032983012000000,5
workspaceModel.check.recursive.update.ms,1777032923020000000,1777032983012000000,0
workspaceModel.on.before.changed.ms,1777032923020000000,1777032983012000000,2
workspaceModel.full.replace.project.model.ms,1777032923020000000,1777032983012000000,0
workspaceModel.to.snapshot.ms,1777032923020000000,1777032983012000000,0
workspaceModel.cachedValue.from.cache.count,1777032923020000000,1777032983012000000,982
workspaceModel.entityStorageSnapshotImpl.instances.count,1777032923020000000,1777032983012000000,19
workspaceModel.updates.count,1777032923020000000,1777032983012000000,3
workspaceModel.on.changed.ms,1777032923020000000,1777032983012000000,16
workspaceModel.replace.project.model.ms,1777032923020000000,1777032983012000000,24
workspaceModel.cachedValueWithParameters.calculated.count,1777032923020000000,1777032983012000000,4
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777032923020000000,1777032983012000000,0
workspaceModel.cachedValueWithParameters.clear.count,1777032923020000000,1777032983012000000,0
workspaceModel.cachedValue.clear.count,1777032923020000000,1777032983012000000,0
workspaceModel.workspaceFileIndexData.instances.count,1777032923020000000,1777032983012000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1777032923020000000,1777032983012000000,71907
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777032923020000000,1777032983012000000,27
workspaceModel.workspaceFileIndexData.markDirty.ms,1777032923020000000,1777032983012000000,0
workspaceModel.init.bridges.ms,1777032923020000000,1777032983012000000,2
workspaceModel.loading.from.cache.ms,1777032923020000000,1777032983012000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777032923020000000,1777032983012000000,26
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777032923020000000,1777032983012000000,0
workspaceModel.cachedValue.calculated.count,1777032923020000000,1777032983012000000,41
workspaceModel.update.unloaded.entities.ms,1777032923020000000,1777032983012000000,0
workspaceModel.initializing.ms,1777032923020000000,1777032983012000000,2
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777032923020000000,1777032983012000000,120
workspaceModel.cachedValue.total.get.count,1777032923020000000,1777032983012000000,1023
workspaceModel.collect.changes.ms,1777032923020000000,1777032983012000000,0
workspaceModel.loading.total.ms,1777032923020000000,1777032983012000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1777032923020000000,1777032983012000000,44478
VFS.contentStorage.recordsDeduplicated,1777032923020000000,1777032983012000000,33
VFS.folderCaseSensitivityReads,1777032923020000000,1777032983012000000,83
VFS.contentStorage.recordsStored,1777032923020000000,1777032983012000000,924
VFS.cache.filesCreated,1777032923020000000,1777032983012000000,167390
VFS.contentStorage.recordsUncompressedSize,1777032923020000000,1777032983012000000,6135478
VFS.fileByIdCache.hits,1777032923020000000,1777032983012000000,3
